,Brand,Model No,Tot Vol,Labelled energy consumption (kWh/year)
0,FISHER & PAYKEL,FAU80,68,252
1,FISHER & PAYKEL,FAU50,56,279
2,BOSCH,KAKGU4001,414,835
3,BOSCH,KGU40121,414,835
4,BOSCH,KAKGU4001,414,835
5,BOSCH,KGU40120IE,414,835
6,KELON,RD-28 WR4HB,222.6,517
7,KELON,RD-32WR4H,249.8,585
8,INDESIT,R34,332,547
9,THE WAREHOUSE FREEZER CHEST,TWHBD-100,100,349
10,THE WAREHOUSE FREEZER CHEST,TWHBD-100,100,349
11,TRIESTE,TR-14DR4HAS,108.2,357
12,INDESIT,R24 S NZ,227.9,575
13,TRIESTE,RD-32WR4HC,249.8,585
14,FISHER & PAYKEL,XRSS204B,640,756
15,FISHER & PAYKEL,XRSS264B,626.1,835
16,FISHER & PAYKEL,XRSS267,626.1,835
17,FISHER & PAYKEL,XRSS465B,687.6,745
18,FISHER & PAYKEL,XRSS687,740.9,819
19,TRIESTE,TRD-36WR4HC,282.8,712
20,FISHER & PAYKEL,H160,164,303
21,FISHER & PAYKEL,H215,215,341
22,FISHER & PAYKEL,H220,216,342
23,FISHER & PAYKEL,H275,275,389
24,FISHER & PAYKEL,H280,276,378
25,FISHER & PAYKEL,H320,320,407
26,FISHER & PAYKEL,H360,358,433
27,FISHER & PAYKEL,H510,511,542
28,FISHER & PAYKEL,H701,699,696
29,FISHER & PAYKEL,E331T,329,407
30,FISHER & PAYKEL,E372B,373,498
31,FISHER & PAYKEL,E381T,380,433
32,FISHER & PAYKEL,E402B,403,528
33,FISHER & PAYKEL,E411T,411,454
34,FISHER & PAYKEL,E415H,411,519
35,FISHER & PAYKEL,E169T,172,338
36,FISHER & PAYKEL,E249T,248,387
37,FISHER & PAYKEL,E240B,246,460
38,FISHER & PAYKEL,C190,192,309
39,FISHER & PAYKEL,C270,266,340
40,FISHER & PAYKEL,P120,115,291
41,FISHER & PAYKEL,N150,153,405
42,FISHER & PAYKEL,N210,213,498
43,FISHER & PAYKEL,N308,304,565
44,FISHER & PAYKEL,N388,389,644
45,SMEG,FAB32,348,386
46,SMEG,FAB30,351,472
47,SMEG,FAB28,284,327
48,LG,GR-B197GVQ,581,680
49,LG,GR-B197GTQ,581,680
50,LG,GR-L207GVZ,594,710
51,LG,GR-L207GTZ,594,710
52,LG,GR-L207MSZ,594,710
53,LG,GR-L207MGZ,594,710
54,TRIESTE,TR-22WR4HC,180.6,358
55,FISHER & PAYKEL,FAU50,56,279
56,FISHER & PAYKEL,FAU80,68,252
57,FISHER & PAYKEL,XRSS687,740.9,819
58,FISHER & PAYKEL,XRSS264,626.1,835
59,FISHER & PAYKEL,XRSS267,626.1,835
60,BAUMATIC,BKF150SS,115,313
61,BAUMATIC,BKF150W,115,313
62,BAUMATIC,CLFRW,115,313
63,BAUMATIC,CLFRSS,115,313
64,BAUMATIC,BL150,115,299
65,TRIESTE,TR-14DR4HAS,108.41,292
66,TRIESTE,TRD-36,309.4,421
67,NOUVEAU,NV-385R,385,488
68,NOUVEAU,NV-385R-W-A,385,488
69,NOUVEAU,NV-385R-ST-A,385,488
70,GRAM,KS220,205,217
71,GRAM,KS290,286,243
72,GRAM,KS360,354,257
73,GRAM,KS390,388,307
74,GRAM,KF310,311,381
75,GRAM,KF320,318,341
76,GRAM,KF350,349,399
77,GRAM,FS170,165,273
78,GRAM,FS230,230,306
79,GRAM,FS290,287,369
80,GRAM,FS320,315,386
81,SMEG,FA720X,740,871
82,SAMSUNG,SR-24NMES,228,368
83,TRIESTE,RD-28WR4HGE,239.16,403
84,SAMSUNG,SR211NTS,210,349
85,SAMSUNG,SR229NTS,228,368
86,INDESIT,TZA 1 34583,102,249
87,ELCOLD,EL11 XLE,130,182
88,ELCOLD,21 XLE,227,280
89,ELCOLD,EL31 XLE,301,306
90,ELCOLD,EL41 XLE,360,325
91,ELCOLD,EL51 XLE,418,346
92,SELETWARE,RD-30WR4HM,255.7,414
93,SELETWARE,RD-44WR4HME,354.41,458
94,SELETWARE,FC-26DD4HA,205,336
95,SELECTWARE,RD-44WR4HME,354.41,458
96,SELECTWARE,RD-30WR4HME,255.7,414
97,SELECTWARE,FC-26DD4HA,205,336
98,FISHER & PAYKEL,E150,153,395
99,FISHER & PAYKEL,E210,213,473
100,FISHER & PAYKEL,E308,304,537
101,FISHER & PAYKEL,E388,389,637
102,MEILING,MF-208,202.5,345
103,SMEG,FAB40,431,391
104,FISHER & PAYKEL,E373,373,296
105,MITSUBISHI ELECTRIC,MR-G50J,541,660
106,SMEG,SRA20X,553,833
107,SMEG,FA550,553,833
108,BAUMATIC,BKL150W,115,299
109,BAUMATIC,BKL150SS,115,299
110,FISHER & PAYKEL,E450,451,330
111,TRIESTE,TRD-32,262.9,422
112,TRIESTE,TRD-32WR4HW,262.9,422
113,TUSCANY,TFF-246,246,390
114,FISHER & PAYKEL,E402B (Ice & Water),403,556
115,NOUVEAU,HS-126C WH,100,228
116,TUSCANY,TBF66WH,48.54,288
117,TUSCANY,TBF143WH,108.41,292
118,ELBA,ER169T,172,338
119,NOUVEAU,HD300,131,487
120,GAGGENAU,RS495300,625,796
121,SAMSUNG ELECTRONICS,SRS541HPT,540,756
122,BAUMATIC,BKTG6,211,355
123,BAUMATIC,BKMG6,211,355
124,BAUMATIC,BKSB6,211,355
125,NOUVEAU,NVBD-200,203.4,334
126,TUSCANY,TFF300,131,487
127,NOUVEAU,RD-110W,84.5,270
128,NOUVEAU,RD-110S,84.5,270
129,NOUVEAU,RS-143W,114,315
130,NOUVEAU,RS-143S,114,315
131,GRAM,KF130,130,222
132,GRAM,FS120,130,231
133,GRAM,KS150,153,214
134,BAUMATIC,BKZ110W,85,248
135,BAUMATIC,BKZ110SS,85,248
136,TELMANN,TEL-100W,100,228
137,NOUVEAU,MRF-398E,350.5,442
138,NOUVEAU,MRF-398N,350.5,442
139,TELMANN,TELBF-136w,84.5,270
140,TUSCANY,TCF-300,294.6,400
141,ELBA,RF190,192,309
142,ACQUA,GY-NE270FR,270,535
143,ELBA,RF240B,246,460
144,ELBA,RF270,266,340
145,ELBA,RF169T,172,338
146,ELBA,RF249T,248,387
147,ELBA,RF120,115,291
148,ELBA,RF150,153,395
149,ELBA,RF210,213,473
150,ELBA,RF331T,329,407
151,ELBA,RF372B,373,498
152,ELBA,RF381T,380,433
153,ELBA,RF402B,403,528
154,ELBA,RF411T,411,454
155,ACQUA,GY-NE350RF,349.8,387
156,ELBA,RC160,164,303
157,ELBA,RC215,215,341
158,ELBA,RC220,216,342
159,ELBA,RC275,275,389
160,ELBA,RC280,276,378
161,ELBA,RC320,320,407
162,ELBA,RC360,358,433
163,ELBA,RC510,511,542
164,ELBA,RC701,699,696
165,TUSCANY,TBF-50W,47.1,197
166,TELMANN,TELFF-293w,246,376
167,TELMANN,TELFF-293i,246,376
168,MEILING,MR-268,251,348
169,ACQUA,GY-NE144CF,146.5,296
170,TRIESTE,TRD-225,225,413
171,TRIESTE,TRD-MRF-225W,225,413
172,TRIESTE,TRD-MRF-195,190.9,402
173,SMEG,SR640XA,618,630
174,SMEG,SR650XA,603,760
175,FISHER & PAYKEL,RB90S (refrigerator),123,185
176,FISHER & PAYKEL,RB90S (freezer),123,340
177,BAUMATIC,BKMIR6,211,355
178,ELBA,RF372B,373,489
179,FISHER & PAYKEL,E372B,373,489
180,DAEWOO,FR-291W,246,376
181,DAEWOO,FR-291I,246,376
182,SMEG,FAB32,326,406
183,MITSUBISHI ELECTRIC,MR-S45N,494,675
184,MITSUBISHI ELECTRIC,MR-G57N,613,795
185,TUSCANY,BD-155,157.8,284
186,ACQUA,GY-NE300CF,294.6,400
187,TRIESTE,TRD-DF1-15,115,320
188,TRIESTE,DF1-15,115,320
189,AUX,MF-208,202.5,355
190,ACQUA,GY-NE270FR/01,254.8,390
191,ACQUA,GY-NE350RF/01,351,346
192,ASKO,AWARD GT640,551,529
193,ASKO,AWARD GT540,484,469
194,ACQUA,GY-NE415CF,404.4,495
195,AWARD,AWARD GT640,551,529
196,NOUVEAU,NVBD300,300,373
197,MITSUBISHI ELECTRIC,MR-420X-W-NZ,420,495
198,MITSUBISHI ELECTRIC,MR-420X-ST-NZ,420,495
199,MITSUBISHI ELECTRIC,MR-420-XL-W-NZ,420,495
200,MITSUBISHI ELECTRIC,MR-420XL-ST-NZ,420,495
201,MITSUBISHI ELECTRIC,MR-385X-W-NZ,385,452
202,MITSUBISHI ELECTRIC,MR-385X-ST-NZ,385,452
203,MITSUBISHI ELECTRIC,MR-385XL-W-NZ,385,452
204,MITSUBISHI ELECTRIC,MR-385XL-ST-NZ,385,452
205,MITSUBISHI ELECTRIC,MR-G57N,613,795
206,MITSUBISHI ELECTRIC,MR-560X-W-NZ,560,570
207,MITSUBISHI ELECTRIC,MR-560X-ST-NZ,560,570
208,MITSUBISHI ELECTRIC,MR-560XL-W-NZ,560,570
209,MITSUBISHI ELECTRIC,MR-560XL-ST-NZ,560,570
210,MITSUBISHI ELECTRIC,MR-455X-W-NZ,454,525
211,MITSUBISHI ELECTRIC,MR-455X-ST-NZ,454,525
212,MITSUBISHI ELECTRIC,MR-455XL-W-NZ,454,525
213,MITSUBISHI ELECTRIC,MR-455XL-ST-NZ,454,525
214,MITSUBISHI ELECTRIC,MR-H290X-W-NZ,290,520
215,MITSUBISHI ELECTRIC,MR-H290X-ST-NZ,290,520
216,MITSUBISHI ELECTRIC,MR-H290XL-W-NZ,290,520
217,MITSUBISHI ELECTRIC,MR-H290XL-ST-NZ,290,520
218,MITSUBISHI ELECTRIC,MR-260X-W-NZ,260,431
219,MITSUBISHI ELECTRIC,MR-260X-ST-NZ,260,431
220,MITSUBISHI ELECTRIC,MR-CU375X-W-NZ,376,570
221,MITSUBISHI ELECTRIC,MR-CU375X-ST-NZ,376,570
222,MITSUBISHI ELECTRIC,MR-CU375XL-W-NZ,376,570
223,MITSUBISHI ELECTRIC,MR-CU375XL-ST-NZ,376,570
224,MITSUBISHI ELECTRIC,MR-CU415X-W-NZ,415,580
225,MITSUBISHI ELECTRIC,MR-CU415X-ST-NZ,415,580
226,MITSUBISHI ELECTRIC,MR-CU415XL-W-NZ,415,580
227,MITSUBISHI ELECTRIC,MR-CU415XL-ST-NZ,415,580
228,MITSUBISHI ELECTRIC,MR-U160X-W-NZ,160,436
229,ACQUA,GY-NE144CF/01,145,276
230,GRAM,KS360.01,354,226
231,GRAM,KS220-11,205,227
232,NOUVEAU,NVDB200,200,285
233,NOUVEAU,HD-496W,410,436
234,NOUVEAU,HD-496S,410,436
235,NOUVEAU,HS-241,185,360
236,NOUVEAU,HS-319,245,305
237,MITSUBISHI ELECTRIC,MR-260X-W-A1,260,425
238,MITSUBISHI ELECTRIC,MR-260X-ST-A1,260,425
239,FISHER & PAYKEL,H160S,164,304
240,FISHER & PAYKEL,H160SL,164,304
241,FISHER & PAYKEL,H220X,216,348
242,FISHER & PAYKEL,H220SL,216,348
243,FISHER & PAYKEL,H280X,276,392
244,FISHER & PAYKEL,H280SL,276,392
245,FISHER & PAYKEL,H510X,511,586
246,FISHER & PAYKEL,H510SL,511,586
247,FISHER & PAYKEL,H701X,699,703
248,FISHER & PAYKEL,H701SL,699,703
249,FISHER & PAYKEL,H215X,215,345
250,FISHER & PAYKEL,H275X,275,393
251,FISHER & PAYKEL,H320X,320,424
252,FISHER & PAYKEL,C190L,192,290
253,FISHER & PAYKEL,C190R,192,290
254,FISHER & PAYKEL,C270R,266,362
255,FISHER & PAYKEL,C270L,266,362
256,FISHER & PAYKEL,C270RS,266,362
257,FISHER & PAYKEL,P120R,115,296
258,FISHER & PAYKEL,P120L,115,296
259,FISHER & PAYKEL,P120RS,115,296
260,FISHER & PAYKEL,P120LS,115,296
261,FISHER & PAYKEL,E150R,153,386
262,FISHER & PAYKEL,E150L,153,386
263,FISHER & PAYKEL,E210R,213,481
264,FISHER & PAYKEL,E210L,213,481
265,FISHER & PAYKEL,E210LS,213,481
266,FISHER & PAYKEL,E308R,304,559
267,FISHER & PAYKEL,E308L,304,559
268,FISHER & PAYKEL,E388RM,389,616
269,FISHER & PAYKEL,E388LM,389,616
270,FISHER & PAYKEL,E388R,389,616
271,FISHER & PAYKEL,E388L,389,616
272,FISHER & PAYKEL,E388RXFD,389,616
273,FISHER & PAYKEL,E388LXFD,389,616
274,FISHER & PAYKEL,E169TR,172,347
275,FISHER & PAYKEL,E169TL,172,347
276,FISHER & PAYKEL,E249TR,248,394
277,FISHER & PAYKEL,E249TL,248,394
278,FISHER & PAYKEL,E249TRS,248,394
279,FISHER & PAYKEL,E249TLS,248,394
280,FISHER & PAYKEL,E240BR,246,427
281,FISHER & PAYKEL,E240BL,246,427
282,FISHER & PAYKEL,E240BRS,246,427
283,FISHER & PAYKEL,E240BLS,246,427
284,ELCOLD,11XLE,130,177
285,FISHER & PAYKEL,E331TRT,329,405
286,FISHER & PAYKEL,E331TLT,329,405
287,FISHER & PAYKEL,E331TRE,329,405
288,FISHER & PAYKEL,E331TLE,329,405
289,FISHER & PAYKEL,E372BRE,373,498
290,FISHER & PAYKEL,E372BLE,373,498
291,FISHER & PAYKEL,E372BRX,373,498
292,FISHER & PAYKEL,E372BLX,373,498
293,FISHER & PAYKEL,E37BRT,373,498
294,FISHER & PAYKEL,E372BLT,373,498
295,FISHER & PAYKEL,E381TRT,380,417
296,FISHER & PAYKEL,E381TLT,380,417
297,FISHER & PAYKEL,E381TRE,380,417
298,FISHER & PAYKEL,E381TLE,380,417
299,FISHER & PAYKEL,E402BRE; E402BLE,403,515
300,FISHER & PAYKEL,E402BRX; E402BLX,403,515
301,FISHER & PAYKEL,E402BRM,403,515
302,FISHER & PAYKEL,E402BLM,403,515
303,FISHER & PAYKEL,E402BRXFD,403,515
304,FISHER & PAYKEL,E402BLXFD,403,515
305,FISHER & PAYKEL,E402BRMFD,403,515
306,FISHER & PAYKEL,E402BLMFD,403,515
307,FISHER & PAYKEL,E402BRT,403,515
308,FISHER & PAYKEL,E402BLT,403,515
309,FISHER & PAYKEL,E402BRXFDU,403,602
310,FISHER & PAYKEL,E402BRMFDU,403,602
311,FISHER & PAYKEL,E411TRE,411,443
312,FISHER & PAYKEL,E411TLE,411,443
313,FISHER & PAYKEL,E411TRX,411,443
314,FISHER & PAYKEL,E411TLX,411,443
315,FISHER & PAYKEL,E411TRT,411,443
316,FISHER & PAYKEL,E411TLT,411,443
317,FISHER & PAYKEL,E415HRE,411,508
318,FISHER & PAYKEL,E415HLE,411,508
319,FISHER & PAYKEL,E415HRX,411,508
320,FISHER & PAYKEL,E415HLX,411,508
321,FISHER & PAYKEL,RB90S64MKIW,123,163
322,FISHER & PAYKEL,RB90S64MKIW,123,328
323,FISHER & PAYKEL,E373R,373,301
324,FISHER & PAYKEL,E373L,373,301
325,FISHER & PAYKEL,E450R,451,335
326,FISHER & PAYKEL,E450L,451,335
327,FISHER & PAYKEL,E450RMFD,451,335
328,FISHER & PAYKEL,E450LMFD,451,335
329,FISHER & PAYKEL,E450RXFD,451,335
330,FISHER & PAYKEL,E450LXFD,451,335
331,ACQUA,GY-NE350RF/01,351,346
332,ACQUA,GY-NE270FR/01,254.8,431
333,ACQUA,GY-NE144CF/01,145,276
334,ELBA,RF190RCLW,192,290
335,ELBA,RF190RCRW,192,290
336,ELBA,RF270RCLW,266,362
337,ELBA,RF270RCRW,266,362
338,ELBA,RF150FCLW,153,386
339,ELBA,RF150FCRW,153,386
340,ELBA,RF169TL,172,347
341,ELBA,RF169TR,172,347
342,ELBA,RF210FCLW,213,481
343,ELBA,RF210FCRW,213,481
344,ELBA,RF240BCLW,246,427
345,ELBA,RF240BCRW,246,427
346,ELBA,RF249TCLW,248,394
347,ELBA,RF249TCRW,248,394
348,ELBA,RF331TCLW,329,405
349,ELBA,RF331TCRW,329,405
350,ELBA,RF372BCLW,373,498
351,ELBA,RF372BCRW,373,498
352,ELBA,RF381TCLW,380,417
353,ELBA,RF381TCRW,380,417
354,ELBA,RF402BCLW,403,515
355,ELBA,RF402BCRW,403,515
356,ELBA,RF411RCLW,411,443
357,ELBA,RF411RCRW,411,443
358,ELBA,RF120RCLW,115,296
359,ELBA,RF120RCRW,115,296
360,ELBA,RC160CW,164,304
361,ELBA,RC701XW,699,703
362,ELBA,RC215SXW,215,345
363,ELBA,RC220XW,216,348
364,ELBA,RC275SXW,275,393
365,ELBA,RC280XW,276,392
366,ELBA,RC320SXW,320,424
367,ELBA,RC360XW,358,438
368,ELBA,RC510XW,511,586
369,Tuscany,T120BF,116,295
370,Tuscany,DF1-15,116,295
371,Tuscany,T85BF,85,300
372,MEILING,MF-208,186.7,355
373,FISHER & PAYKEL,P120R,113,296
374,FISHER & PAYKEL,P120L,113,296
375,FISHER & PAYKEL,P120RS,113,296
376,FISHER & PAYKEL,P120LS,113,296
377,ACQUA,GY-NE50RF,47,248
378,ELCOLD,21XLE,227,273
379,ELCOLD,31XLE,301,255
380,ELCOLD,41XLE,360,319
381,ELCOLD,51XLE,418,342
382,Tuscany,TFC-300,300,368
383,ACQUA,GY-NE250RF,243.5,275
384,Tuscany,TDF1-08,70,235
385,Tuscany,TDL1-06,44,220
386,SMEG,FAB32,326,406
387,SMEG,FAB28,271,282
388,Tuscany,T85BF.2,82,300
389,TRIESTE,TRD-220FW,190,420
390,TRIESTE,TRD-253,215,427
391,XINGXING,FR-BD155J,155,296
392,XINGXING,FR-BD198J,202,336
393,XINGXING,FR-BD289J,299,339
394,MEILING,MF-208,186.7,260
395,MEILING,MR-268,238.6,335
396,ICELAND,CF200L,200,318
397,ICELAND,FU245,241.2,289
398,ICELAND,FRU185,186,322
399,ICELAND,FF295L,315,475
400,ACQUA,GY-NE250RF,243.5,275
401,Tuscany,TCF155,155,277
402,TRIESTE,ED-BF115L,115,295
403,Tuscany,TDL1-06,42,249
404,Russells,BD318,303.1,368
405,TRIESTE,TRD-22,215,420
406,Aspira,TWLRZ-38,42,249
407,Aspira,TWLRZ-238,239,351
408,Aspira,TWLFZ-80,81,233
409,VOGUE,IC-SDDSS,580,723
410,Aspira,TWLRZ-100,115,295
411,Aspira,TWLFZ-170,183,365
412,GRAM,KF 3135-90,133,230
413,GRAM,FS 3105-90,102,193
414,Aspira,TWLRZ-58,,234
415,GRAM,KS 3135-90,135,206
416,Aspira,TWLTRF-200,206,370
417,Aspira,TWLBRF-204,210,390
418,TRIESTE,ED-PR245L,245,330
419,TRIESTE,ED-PF180L,180,362
420,LICENSING ESSENTIALS,BC-40D,40,200
421,EISNO,EISFFRBM435SS01,435,488
422,EISNO,E-Freedom,435,488
423,Aspira,CF100,102,190
424,Aspira,CF150,145,225
425,Aspira,CF200,204,260
426,Liebherr,ECBN5066,462,485
427,Liebherr,ECBN6256,585,487
428,Aspira,BRF-204WH,210,390
429,Aspira,BRF-204SS,210,390
430,Aspira,BRF-204**,210,390
431,Aspira,ARZ100S1,115,295
432,Aspira,ARZ200TS1,206,370
433,TRIESTE,TRD-22.1,211.2,390
434,TRIESTE,ED-PF172L,172,237
435,Aspira,ACF300W1,,425
436,Haier,HRB227W,233,415
437,Haier,HRB227S,233,415
438,Haier,HRB227*,233,415
439,Liebherr,SIGN3576,248,331
440,Liebherr,SIKB3550,344,328
441,CATERCHILL,FR-BD155K,160,305
442,CATERCHILL,FR-BD200K,206,395
443,CATERCHILL,FR-BD300K,307,368
444,CATERCHILL,FR-BD500K,462,580
445,CATERCHILL,FR-BD688K,535,640
446,ACQUA,GY-NE19CF,,256
447,ACQUA,GY-NE26CF,,300
448,ACQUA,GY-NE40CF,,365
449,TRIESTE,ED-PR273,237,194
450,TRIESTE,ED-PR237L,237,194
451,Tuscany,T215LRF,211.2,390
452,Tuscany,HD-247FW9(Z),211.2,390
453,Tuscany,T320LRF,320,412
454,Haier,HRF368W2,368,193
455,Haier,HRF368S2,368,193
456,Haier,HRF368*2,368,193
457,Liebherr,UKes1752,131,337
458,Liebherr,SWTNes3010,,339
459,Eurotech,FR-291 WH,258.4,416
460,Eurotech,FR-291 SS,258.4,416
461,Eurotech,FR-291,258.4,416
462,CLASSIQUE,CLF580*,,723
463,CLASSIQUE,CLF580LSS,,723
464,CLASSIQUE,CLF580SS,,723
465,Sheffield,PLA1246,198,357
466,Sheffield,PLA1247,295,310
467,Sheffield,PLA1254,214.4,390
468,Sheffield,PLA1255,258.4,416
469,FISHER & PAYKEL,H360X1,358,472
470,FISHER & PAYKEL,H360SL1,358,472
471,FISHER & PAYKEL,H360*,358,472
472,FISHER & PAYKEL,H360X,358,438
473,FISHER & PAYKEL,H360SL,358,438
474,FISHER & PAYKEL,H360*,358,438
475,Sheffield,PLA1256,207,380
476,Sheffield,PLA1257,239,409
477,Sheffield,PLA1258,268,425
478,Sheffield,PLA1248,146,314
479,NOUVEAU,NCF142L,,314
480,ACQUA,GY-NE250RF,243.5,275
481,MIDEA,FR69,,200
482,PARMCO,FR-105W-UBF,,256
483,MIDEA,CF415,200,318
484,MIDEA,CF142,200,314
485,MIDEA,FZ92,200,209
486,MIDEA,FZ411,200,490
487,MIDEA,FR46,,221
488,MIDEA,FZ172,200,237
489,MIDEA,FR237,,194
490,HAIER,HTMR480**,475,524
491,HAIER,HTMR480SS,475,524
492,HAIER,HTMR480WH,475,524
493,MIDEA,FF91,,263
494,MIDEA,FF320,,412
495,MIDEA,FF470,,496
496,MIDEA,FF635,,683
497,MIDEA,FF268,,425
498,MIDEA,FF239,,409
499,MIDEA,FF207,,380
500,MIDEA,FF308,,396
501,MIDEA,FF400,,464
502,Sharp,SJ-X339M-SL,339,320
503,Tuscany,T207L,207,380
504,MIDEA,FF276,,401
505,Sharp,SJ-X339S-SL,339,288
506,TRIESTE,TRD-RF192L,207,380
507,Haier,HRZ-322,322,343
508,Haier,HFZ-238*,238,325
509,GRAM,KS 4456-90 F,445,198
510,Progress,PG1803,216,339
511,Haier,HRF360BD*,383,455
512,Haier,HRF360BDG,383,455
513,Haier,HRF360BDB,383,455
514,Haier,HRF360BDW,383,455
515,Progress,PK1803,310,297
516,GRAM,FS 4316-90 N,312,308
517,Sheffield,PLA1351,470,496
518,MIDEA,351515,510,424
519,MIDEA,353546,545,548
520,MIDEA,351300,295,311
521,MIDEA,353584,584,590
522,MIDEA,352535,552,333
523,MIDEA,351200,198,357
524,MIDEA,353545,444,548
525,MIDEA,353586,584,606
526,MIDEA,354112,112,224
527,MIDEA,351142,146,314
528,MIDEA,351415,415,495
529,MIDEA,352239,239,409
530,MIDEA,352268,268,425
531,MIDEA,352276,278,401
532,MIDEA,352308,315,396
533,MIDEA,354046,46,221
534,MIDEA,354092,92,209
535,MIDEA,355172,172,270
536,MIDEA,355237,237,245
537,MIDEA,354091,91,263
538,MIDEA,352400,400,359
539,Mitsubishi Electric,MR-CX306EM-W-A,306,305
540,MIDEA,355418,418,436
541,MIDEA,355419,418,436
542,MIDEA,354069,69,200
543,MIDEA,352240,239,409
544,MIDEA,352269,268,425
545,MIDEA,352277,278,401
546,MIDEA,352309,315,396
547,MIDEA,352401,400,359
548,MIDEA,353585,584,590
549,MIDEA,354047,46,221
550,MIDEA,354113,112,224
551,MIDEA,355173,172,270
552,MIDEA,355238,237,245
553,ICELAND,352212,212,376
554,MIDEA,354093,92,209
555,MIDEA,354090,91,263
556,MIDEA,358172,172,270
557,MIDEA,358237,237,245
558,ICELAND,352270,270,350
559,ICELAND,352283,288,380
560,Mitsubishi Electric,MR-CX306EM-ST-A,306,305
561,MIDEA,355227,268,340
562,MIDEA,355228,268,340
563,COMFEE,358200,198,357
564,COMFEE,358268,268,425
565,COMFEE,358112,112,224
566,MIDEA,351143,142,224
567,MIDEA,351416,412,427
568,MIDEA,353567,567,785
569,COMFEE,358091,91,303
570,COMFEE,358092,92,209
571,COMFEE,358172,172,270
572,COMFEE,358173,172,270
573,COMFEE,358237,237,245
574,COMFEE,358276,278,401
575,COMFEE,358277,278,401
576,COMFEE,358300,295,311
577,COMFEE,358415,415,495
578,COMFEE,358142,146,314
579,COMFEE,358046,46,221
580,MIDEA,354048,45,221
581,MIDEA,356130,133,299
582,MIDEA,351418,418,427
583,Eurotech,ED RF221,221,393
584,Eurotech,ED RF221 SS,221,393
585,Eurotech,FC2-260,221,393
586,Brabantia,BM1,200,366
587,Belling,BC126BF,126,255
588,Eurotech,ED RF221 WH,221,393
589,MIDEA,353587,584,590
590,Tuscany,TU RF197,221,393
591,Tuscany,TU RF197 SS,221,393
592,Tuscany,TU RF197 WH,221,393
593,Tuscany,FC2-260,221,393
594,Tuscany,T-BF124,126.3,255
595,Tuscany,DF1-15.3,126.3,255
596,MITSUBISHI ELECTRIC,MR-CX306EM-W-A,306,305
597,MITSUBISHI ELECTRIC,MR-CX306EM-ST-A,306,305
598,Eurotech,ED-RFT268,269,330
599,Eurotech,ED-RFT268 SS,269,330
600,Eurotech,ED-RFT268 WH,269,330
601,Eurotech,FC2-320,269,330
602,Tuscany,T-BF39,48,195
603,Tuscany,T-BF39 SS,48,195
604,Tuscany,T-BF39 WH,48,195
605,Tuscany,DF1-07,48,195
606,Eurotech,ED-BF42,48,195
607,Eurotech,ED-BF42 SS,48,195
608,Eurotech,ED-BF42 WH,48,195
609,Eurotech,DF1-07,48,195
610,Hoover,HBBF 172NZ,246,422
611,Eurotech,ED-BF126,126.3,255
612,Eurotech,ED-BF126 WH,126.3,255
613,Eurotech,ED-BF126 SS,126.3,255
614,Eurotech,DF1-15.3,126.3,255
615,MIDEA,354070,69,200
616,TRIESTE,ED-BF42L,42,249
617,MIDEA,353635,635,683
618,MIDEA,353582,582,590
619,MIELE,K 1801 Vi,549,350
620,HISENSE,HR6AFF355(S)D,355,238
621,HISENSE,HR6AFF355SD,355,238
622,HISENSE,HR6AFF355D,355,238
623,HISENSE,HR6VFF280(S)D,280,353
624,HISENSE,HR6VFF280D,280,353
625,HISENSE,HR6VFF280SD,280,353
626,GAGGENAU,RC492504,669,255
627,BOSCH,GSN33VI3A,252,295
628,BOSCH,KSV33VI3A,326,179
629,Esatto,ECF418W,418,427
630,Esatto,ECF418S,418,427
631,Esatto,ECF418C,418,427
632,Esatto,ECF418B,418,427
633,Esatto,ECF418*,418,427
634,Eurotech,ED-BF42SS,48,195
635,Eurotech,ED-BF42WH,48,195
636,Eurotech,"ED-BF42SS, ED-BF42WH",48,195
637,Haier,HVF160**2,158,298
638,Haier,HVF160SN2,158,298
639,Haier,HVF160WN2,158,298
640,Haier,HVF160G2,158,298
641,Haier,HVF160B2,158,298
642,Haier,HVF160S2,158,298
643,Haier,HVF160W2,158,298
644,Haier,HVF160SS2,158,298
645,Haier,HVF160WH2,158,298
646,Haier,HVF220**2,220,268
647,Haier,HVF220WH2,220,268
648,Haier,HVF220W2,220,268
649,Haier,HVF220SS2,220,268
650,Haier,HVF220S2,220,268
651,Haier,HVF220B2,220,268
652,Haier,HVF220G2,220,268
653,Haier,HVF220WN2,220,268
654,Haier,HVF220SN2,220,268
655,Eurotech,ED-RF87 SS,87,295
656,MIDEA,352332,266,432
657,Eurotech,ED-RF128 SS,128,308
658,Eurotech,ED-RF128 WH,128,308
659,Eurotech,ED-RF128,128,308
660,HISENSE,HR6CF307,306,365
661,BEKO,GN163020X,641,543
662,BEKO,GN163020W,641,543
663,BEKO,GN163020*,641,543
664,BEKO,BSB641W,641,543
665,BEKO,BSB641X,641,543
666,HISENSE,HR6TF92S,92,271
667,LIEBHERR,SICN 3314,283,300
668,HISENSE,HR6BMFF518BW,518,321
669,Smeg,FAB50***-1,473,507
670,Smeg,FAB50LAX-1,473,507
671,Smeg,FAB50RAX-1,473,507
672,Smeg,FAB50LAW-1,473,507
673,Smeg,FAB50RAW-1,473,507
674,Smeg,FAB50LAP-1,473,507
675,Smeg,FAB50RAP-1,473,507
676,HITACHI,R-WB560PT9,511,338
